COL1,LCOM2018
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/scripting/config/LangNamespaceHandler.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/resource/ResourceUrlEncodingFilter.java,1.0
/mnt/dados/projetopydriller/spring-framework/spring-context-indexer/src/test/java/org/springframework/context/index/sample/SampleService.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/beans/factory/xml/XmlBeanFactoryTestTypes.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/cache/config/CacheAdviceNamespaceTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-websocket/src/test/java/org/springframework/web/socket/messaging/DefaultSimpUserRegistryTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-context-support/src/test/java/org/springframework/scheduling/quartz/CronTriggerFactoryBeanTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/datasource/DataSourceUtils.java,0.82142854
/mnt/dados/projetopydriller/spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockHttpServletResponse.java,0.9489302
/mnt/dados/projetopydriller/spring-framework/spring-context-indexer/src/test/java/org/springframework/context/index/processor/PropertiesMarshallerTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-orm/src/main/java/org/springframework/orm/jpa/persistenceunit/MutablePersistenceUnitInfo.java,0.9391891
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/http/HttpEntityTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/web/servlet/setup/ConditionalDelegatingFilterProxyTests.java,0.8971429
/mnt/dados/projetopydriller/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/MessageDeliveryException.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/datasource/SimpleDriverDataSource.java,0.125
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/test/java/org/springframework/transaction/annotation/AnnotationTransactionNamespaceHandlerTests.java,0.14285715
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/web/reactive/server/samples/Person.java,0.42857143
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ArrayToArrayConverter.java,0.375
/mnt/dados/projetopydriller/spring-framework/spring-web/src/main/java/org/springframework/http/HttpHeaders.java,0.9859241
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/ui/ModelMapTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/web/method/ResolvableMethod.java,0.90588236
/mnt/dados/projetopydriller/spring-framework/spring-oxm/src/test/java/org/springframework/oxm/jaxb/XmlRegObjectFactory.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/context/junit/jupiter/comics/Person.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/remoting/support/RemoteInvocationUtilsTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/web/reactive/server/samples/bind/WebFilterTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/validation/BindingResultUtils.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-core/src/test/java/org/springframework/util/PatternMatchUtilsTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/view/xslt/XsltViewTests.java,0.7037036999999999
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/propertyeditors/CustomBooleanEditor.java,0.4318182
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/main/java/org/springframework/transaction/interceptor/MatchAlwaysTransactionAttributeSource.java,0.2
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/core/SingleColumnRowMapper.java,0.5
/mnt/dados/projetopydriller/spring-framework/spring-aop/src/main/java/org/springframework/aop/aspectj/annotation/SimpleMetadataAwareAspectInstanceFactory.java,0.5
/mnt/dados/projetopydriller/spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/MessageListenerAdapterTests.java,0.8210527
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/config/annotation/DefaultServletHandlerConfigurerTests.java,0.16666667
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/main/java/org/springframework/transaction/support/TransactionSynchronizationAdapter.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/web/server/handler/ExceptionHandlingWebHandlerTests.java,0.5
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/context/junit4/rules/BasicAnnotationConfigWacSpringRuleTests.java,
/mnt/dados/projetopydriller/spring-framework/spring-web/src/main/java/org/springframework/web/util/pattern/PathPatternParser.java,0.6666667
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/support/ReplaceOverride.java,0.42857143
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/scheduling/concurrent/ScheduledExecutorFactoryBeanTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-test/src/main/java/org/springframework/test/web/reactive/server/ApplicationContextSpec.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-core/src/test/java/org/springframework/core/io/buffer/AbstractLeakCheckingTestCase.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/context/support/PropertyResourceConfigurerIntegrationTests.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/web/jsf/MockFacesContext.java,0.90476197
/mnt/dados/projetopydriller/spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/result/StatusResultMatchers.java,0.0
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/ConvertingComparator.java,0.33333334
