COL1,WMC2015
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/scripting/config/LangNamespaceHandler.java,2
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/resource/ResourceUrlEncodingFilter.java,1
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/beans/factory/xml/XmlBeanFactoryTestTypes.java,1
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/cache/config/CacheAdviceNamespaceTests.java,2
/mnt/dados/projetopydriller/spring-framework/spring-websocket/src/test/java/org/springframework/web/socket/messaging/DefaultSimpUserRegistryTests.java,9
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/datasource/DataSourceUtils.java,56
/mnt/dados/projetopydriller/spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockHttpServletResponse.java,105
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/access/el/SimpleSpringBeanELResolver.java,2
/mnt/dados/projetopydriller/spring-framework/spring-orm/src/main/java/org/springframework/orm/jpa/persistenceunit/MutablePersistenceUnitInfo.java,40
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/http/HttpEntityTests.java,6
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/web/servlet/setup/ConditionalDelegatingFilterProxyTests.java,35
/mnt/dados/projetopydriller/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/MessageDeliveryException.java,5
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/datasource/SimpleDriverDataSource.java,9
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/test/java/org/springframework/transaction/annotation/AnnotationTransactionNamespaceHandlerTests.java,8
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ArrayToArrayConverter.java,6
/mnt/dados/projetopydriller/spring-framework/spring-web/src/main/java/org/springframework/http/HttpHeaders.java,119
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/ui/ModelMapTests.java,25
/mnt/dados/projetopydriller/spring-framework/spring-oxm/src/test/java/org/springframework/oxm/jaxb/XmlRegObjectFactory.java,1
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/remoting/support/RemoteInvocationUtilsTests.java,4
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/validation/BindingResultUtils.java,5
/mnt/dados/projetopydriller/spring-framework/spring-core/src/test/java/org/springframework/util/PatternMatchUtilsTests.java,9
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/view/xslt/XsltViewTests.java,20
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/propertyeditors/CustomBooleanEditor.java,25
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/main/java/org/springframework/transaction/interceptor/MatchAlwaysTransactionAttributeSource.java,9
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/core/SingleColumnRowMapper.java,17
/mnt/dados/projetopydriller/spring-framework/spring-aop/src/main/java/org/springframework/aop/aspectj/annotation/SimpleMetadataAwareAspectInstanceFactory.java,3
/mnt/dados/projetopydriller/spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/MessageListenerAdapterTests.java,25
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/config/annotation/DefaultServletHandlerConfigurerTests.java,5
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/main/java/org/springframework/transaction/support/TransactionSynchronizationAdapter.java,8
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/context/junit4/rules/BasicAnnotationConfigWacSpringRuleTests.java,0
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/support/ReplaceOverride.java,14
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/scheduling/concurrent/ScheduledExecutorFactoryBeanTests.java,14
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/support/nativejdbc/NativeJdbcExtractorAdapter.java,16
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/context/support/PropertyResourceConfigurerIntegrationTests.java,16
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/web/jsf/MockFacesContext.java,21
/mnt/dados/projetopydriller/spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/result/StatusResultMatchers.java,79
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/ConvertingComparator.java,6
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/parsing/NullSourceExtractor.java,1
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/InvalidResultSetAccessException.java,4
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/datasource/init/ScriptParseException.java,4
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/tags/UrlTag.java,39
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/util/concurrent/ListenableFutureAdapter.java,3
/mnt/dados/projetopydriller/spring-framework/spring-webmvc-portlet/src/main/java/org/springframework/web/portlet/context/PortletContextResourcePatternResolver.java,11
/mnt/dados/projetopydriller/spring-framework/spring-websocket/src/test/java/org/springframework/web/socket/TomcatWebSocketTestServer.java,12
/mnt/dados/projetopydriller/spring-framework/spring-jms/src/test/java/org/springframework/jms/config/SimpleJmsListenerEndpointTests.java,1
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/parsing/ReaderContext.java,21
/mnt/dados/projetopydriller/spring-framework/spring-web/src/main/java/org/springframework/web/jsf/DecoratingNavigationHandler.java,9
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/config/annotation/ViewControllerRegistryTests.java,11
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/web/util/UrlPathHelperTests.java,39
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/util/SocketUtils.java,11
/mnt/dados/projetopydriller/spring-framework/spring-context-support/src/test/java/org/springframework/mail/SimpleMailMessageTests.java,6
/mnt/dados/projetopydriller/spring-framework/spring-websocket/src/test/java/org/springframework/web/socket/config/MessageBrokerBeanDefinitionParserTests.java,16
/mnt/dados/projetopydriller/spring-framework/spring-core/src/test/java/org/springframework/util/xml/AbstractStaxHandlerTestCase.java,8
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/mvc/condition/ProducesRequestConditionTests.java,57
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/example/scannable_implicitbasepackage/ComponentScanAnnotatedConfigWithImplicitBasePackage.java,1
/mnt/dados/projetopydriller/spring-framework/spring-expression/src/test/java/org/springframework/expression/spel/testresources/Fruit.java,8
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/parsing/CustomProblemReporterTests.java,2
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/util/xml/StaxEventXMLReader.java,73
/mnt/dados/projetopydriller/spring-framework/spring-orm-hibernate4/src/main/java/org/springframework/orm/hibernate4/HibernateObjectRetrievalFailureException.java,2
/mnt/dados/projetopydriller/spring-framework/spring-messaging/src/test/java/org/springframework/messaging/support/ExecutorSubscribableChannelTests.java,13
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/config/TestTypes.java,5
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/web/bind/ServletRequestDataBinderTests.java,18
/mnt/dados/projetopydriller/spring-framework/spring-context-support/src/main/java/org/springframework/cache/transaction/AbstractTransactionSupportingCacheManager.java,4
/mnt/dados/projetopydriller/spring-framework/spring-context-support/src/main/java/org/springframework/scheduling/quartz/JobDetailFactoryBean.java,20
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/jndi/JndiObjectTargetSource.java,17
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/resource/ResourceUrlProvider.java,34
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/context/annotation/ImportAwareTests.java,6
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/BeanInitializationException.java,2
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/support/MethodOverride.java,11
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/xml/AbstractListableBeanFactoryTests.java,14
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/context/annotation/configuration/BeanAnnotationAttributePropagationTests.java,11
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/web/client/match/XpathRequestMatchersTests.java,15
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/env/CommandLineArgs.java,8
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/util/JdkIdGenerator.java,1
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/test/java/org/springframework/tests/sample/beans/factory/DummyFactory.java,22
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/cache/config/AnnotationNamespaceDrivenTests.java,5
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToUUIDConverter.java,2
/mnt/dados/projetopydriller/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/sockjs/frame/SockJsFrame.java,27
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/web/servlet/samples/standalone/FilterTests.java,6
/mnt/dados/projetopydriller/spring-framework/spring-web/src/main/java/org/springframework/web/multipart/support/StandardServletMultipartResolver.java,9
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/context/support/SimpleThreadScope.java,6
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/scheduling/annotation/EnableSchedulingTests.java,13
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/context/event/EventExpressionEvaluator.java,6
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/context/jdbc/MultipleDataSourcesAndTransactionManagersTransactionalSqlScriptsTests.java,3
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/support/incrementer/AbstractIdentityColumnMaxValueIncrementer.java,15
/mnt/dados/projetopydriller/spring-framework/spring-test/src/main/java/org/springframework/test/context/support/DependencyInjectionTestExecutionListener.java,7
/mnt/dados/projetopydriller/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/annotation/support/MethodArgumentTypeMismatchException.java,1
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/context/jdbc/NonTransactionalSqlScriptsTests.java,4
/mnt/dados/projetopydriller/spring-framework/spring-aop/src/test/java/org/springframework/aop/interceptor/SimpleTraceInterceptorTests.java,3
/mnt/dados/projetopydriller/spring-framework/spring-core/src/test/java/org/springframework/util/LinkedMultiValueMapTests.java,5
/mnt/dados/projetopydriller/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/converter/StringMessageConverter.java,11
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/context/support/ServletContextSupportTests.java,16
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/context/support/Logic.java,3
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/test/java/org/springframework/transaction/event/TransactionalEventListenerTests.java,23
