COL1,CBO2012
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/io/DescriptiveResource.java,9
/mnt/dados/projetopydriller/spring-framework/spring-core/src/test/java/org/springframework/core/convert/support/CollectionToCollectionConverterTests.java,19
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/scripting/config/LangNamespaceHandler.java,5
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/NumberToNumberConverterFactory.java,7
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/Constants.java,25
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/beans/factory/xml/XmlBeanFactoryTestTypes.java,1
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/ViewMethodReturnValueHandler.java,10
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/cache/config/CacheAdviceNamespaceTests.java,7
/mnt/dados/projetopydriller/spring-framework/spring-webmvc-portlet/src/test/java/org/springframework/mock/web/MockRequestDispatcher.java,12
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/ejb/support/AbstractStatelessSessionBean.java,5
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/context/annotation/ConfigurationClassPostProcessorTests.java,12
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/cache/config/DefaultCacheableService.java,6
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/handler/WebRequestHandlerInterceptorAdapter.java,13
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/datasource/DataSourceUtils.java,59
/mnt/dados/projetopydriller/spring-framework/spring-webmvc-portlet/src/test/java/org/springframework/mock/web/MockHttpServletResponse.java,87
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/test/java/org/springframework/dao/annotation/PersistenceExceptionTranslationAdvisorTests.java,21
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/access/el/SimpleSpringBeanELResolver.java,4
/mnt/dados/projetopydriller/spring-framework/spring-orm/src/main/java/org/springframework/orm/jpa/persistenceunit/MutablePersistenceUnitInfo.java,9
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/test/java/org/springframework/transaction/TestTransactionManager.java,5
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/http/HttpEntityTests.java,6
/mnt/dados/projetopydriller/spring-framework/spring-struts/src/main/java/org/springframework/web/struts/DispatchActionSupport.java,11
/mnt/dados/projetopydriller/spring-framework/spring-webmvc-portlet/src/main/java/org/springframework/web/portlet/multipart/DefaultMultipartActionRequest.java,11
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/remoting/support/UrlBasedRemoteAccessor.java,12
/mnt/dados/projetopydriller/spring-framework/spring-oxm/src/main/java/org/springframework/oxm/support/AbstractMarshaller.java,22
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/http/converter/xml/Jaxb2RootElementHttpMessageConverterTest.java,16
/mnt/dados/projetopydriller/spring-framework/spring-test-mvc/src/test/java/org/springframework/test/web/servlet/setup/ConditionalDelegatingFilterProxyTests.java,16
/mnt/dados/projetopydriller/spring-framework/spring-jms/src/test/java/org/springframework/jms/support/destination/JndiDestinationResolverTests.java,9
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/propertyeditors/URIEditor.java,8
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/test/aspect/PerThisAspect.java,3
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/datasource/SimpleDriverDataSource.java,7
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/test/java/org/springframework/transaction/annotation/AnnotationTransactionNamespaceHandlerTests.java,11
/mnt/dados/projetopydriller/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/DefaultMessageListenerContainer.java,25
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/io/InputStreamResource.java,5
/mnt/dados/projetopydriller/spring-framework/spring-context-support/src/main/java/org/springframework/mail/MailPreparationException.java,2
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/context/annotation/configuration/spr8955/Spr8955Tests.java,3
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/tags/form/RadioButtonsTagTests.java,25
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/scheduling/concurrent/CustomizableThreadFactory.java,2
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ArrayToArrayConverter.java,9
/mnt/dados/projetopydriller/spring-framework/spring-web/src/main/java/org/springframework/http/HttpHeaders.java,131
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/ui/ModelMapTests.java,11
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/aop/aspectj/generic/AfterReturningGenericTypeMatchingTests.java,6
/mnt/dados/projetopydriller/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/DefaultMessageListenerContainer102.java,18
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/remoting/support/RemoteInvocationUtilsTests.java,2
/mnt/dados/projetopydriller/spring-framework/spring-test/src/test/java/org/springframework/test/context/junit4/TimedTransactionalSpringRunnerTests.java,10
/mnt/dados/projetopydriller/spring-framework/spring-context/src/main/java/org/springframework/validation/BindingResultUtils.java,5
/mnt/dados/projetopydriller/spring-framework/spring-core/src/test/java/org/springframework/util/PatternMatchUtilsTests.java,4
/mnt/dados/projetopydriller/spring-framework/spring-test-mvc/src/test/java/org/springframework/test/web/servlet/result/XpathResultMatchersTests.java,7
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/view/xslt/XsltViewTests.java,18
/mnt/dados/projetopydriller/spring-framework/spring-context/src/test/java/org/springframework/beans/factory/xml/XmlBeanFactoryTestTypes.java,0
/mnt/dados/projetopydriller/spring-framework/spring-web/src/main/java/org/springframework/http/server/ServletServerHttpResponse.java,14
/mnt/dados/projetopydriller/spring-framework/spring-orm/src/main/java/org/springframework/orm/jdo/JdoTemplate.java,49
/mnt/dados/projetopydriller/spring-framework/spring-beans/src/main/java/org/springframework/beans/propertyeditors/CustomBooleanEditor.java,3
/mnt/dados/projetopydriller/spring-framework/spring-webmvc-portlet/src/main/java/org/springframework/web/portlet/mvc/SimpleControllerHandlerAdapter.java,17
/mnt/dados/projetopydriller/spring-framework/spring-web/src/main/java/org/springframework/http/client/CommonsClientHttpRequest.java,12
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/main/java/org/springframework/transaction/interceptor/MatchAlwaysTransactionAttributeSource.java,7
/mnt/dados/projetopydriller/spring-framework/spring-jdbc/src/main/java/org/springframework/jdbc/core/SingleColumnRowMapper.java,12
/mnt/dados/projetopydriller/spring-framework/spring-core/src/main/java/org/springframework/util/comparator/CompoundComparator.java,10
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/main/java/org/springframework/transaction/annotation/SpringTransactionAnnotationParser.java,14
/mnt/dados/projetopydriller/spring-framework/spring-web/src/test/java/org/springframework/web/client/HttpMessageConverterExtractorTests.java,12
/mnt/dados/projetopydriller/spring-framework/spring-aop/src/main/java/org/springframework/aop/aspectj/annotation/SimpleMetadataAwareAspectInstanceFactory.java,5
/mnt/dados/projetopydriller/spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/MessageListenerAdapterTests.java,20
/mnt/dados/projetopydriller/spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/config/annotation/DefaultServletHandlerConfigurerTests.java,12
/mnt/dados/projetopydriller/spring-framework/spring-tx/src/main/java/org/springframework/transaction/support/TransactionSynchronizationAdapter.java,17
